state,district,year,max_murder
JHARKHAND,SARAIKELA,2008,59
"MADHYA PRADESH",ALIRAJPUR,2008,59
"MADHYA PRADESH",MORENA,2008,59
MAHARASHTRA,KOLHAPUR,2008,59
KARNATAKA,HASSAN,2009,59
ODISHA,JAJPUR,2009,59
"UTTAR PRADESH",GONDA,2009,59
BIHAR,DARBHANGA,2010,59
JHARKHAND,GIRIDIH,2010,59
KARNATAKA,BIJAPUR,2010,59
MAHARASHTRA,BULDHANA,2010,59
PUNJAB,FEROZPUR,2010,59
"TAMIL NADU",DHARMAPURI,2010,59
"TAMIL NADU","MADURAI RURAL",2010,59
HARYANA,JHAJJAR,2011,59
JHARKHAND,DUMKA,2011,59
"MADHYA PRADESH",HOSHANGABAD,2011,59
"UTTAR PRADESH",ETAWAH,2011,59
CHHATTISGARH,SURAJPUR,2012,59
HARYANA,KARNAL,2012,59
"UTTAR PRADESH",ETAWAH,2012,59
"UTTAR PRADESH",VARANASI,2012,59
ASSAM,SIBSAGAR,2001,59
KARNATAKA,BAGALKOT,2001,59
CHHATTISGARH,DANTEWARA,2002,59
GUJARAT,BHAVNAGAR,2002,59
KARNATAKA,RAICHUR,2002,59
MAHARASHTRA,AKOLA,2002,59
PUNJAB,JALANDHAR,2002,59
"TAMIL NADU",ERODE,2002,59
"UTTAR PRADESH",BAHRAICH,2002,59
"MADHYA PRADESH",SAGAR,2003,59
RAJASTHAN,GANGANAGAR,2003,59
RAJASTHAN,HANUMANGARH,2003,59
BIHAR,BHABHUA,2004,59
KARNATAKA,KOLAR,2004,59
"MADHYA PRADESH",BETUL,2004,59
"MADHYA PRADESH",TIKAMGARH,2004,59
MAHARASHTRA,CHANDRAPUR,2004,59
MAHARASHTRA,SATARA,2004,59
RAJASTHAN,UDAIPUR,2004,59
"TAMIL NADU",ERODE,2004,59
"TAMIL NADU",THOOTHUGUDI,2004,59
"UTTAR PRADESH",SULTANPUR,2004,59
MAHARASHTRA,SATARA,2005,59
RAJASTHAN,GANGANAGAR,2005,59
"UTTAR PRADESH",JALAUN,2005,59
"UTTAR PRADESH",PILIBHIT,2005,59
"ANDHRA PRADESH","WEST GODAVARI",2006,59
BIHAR,KATIHAR,2006,59
GUJARAT,BHAVNAGAR,2006,59
MAHARASHTRA,GADCHIROLI,2006,59
MAHARASHTRA,"NAVI MUMBAI",2006,59
RAJASTHAN,"JAIPUR RURAL",2006,59
JHARKHAND,GIRIDIH,2007,59
"ANDHRA PRADESH","VISAKHA RURAL",2001,58
KARNATAKA,BELLARY,2001,58
KARNATAKA,DAVANAGERE,2001,58
"MADHYA PRADESH",RATLAM,2001,58
ODISHA,GANJAM,2001,58
RAJASTHAN,KOTA,2001,58
JHARKHAND,BOKARO,2002,58
KARNATAKA,TUMKUR,2002,58
KERALA,TRIVANDRUM,2002,58
MAHARASHTRA,"AMRAVATI RURAL",2002,58
"WEST BENGAL",KOLKATA,2002,58
CHHATTISGARH,DURG,2003,58
JHARKHAND,BOKARO,2003,58
"MADHYA PRADESH",UJJAIN,2003,58
MAHARASHTRA,GADCHIROLI,2003,58
BIHAR,MADHEPURA,2004,58
JHARKHAND,BOKARO,2004,58
KARNATAKA,MANDYA,2004,58
RAJASTHAN,GANGANAGAR,2004,58
"TAMIL NADU","TRICHY RURAL",2004,58
BIHAR,BANKA,2005,58
BIHAR,BHABHUA,2005,58
KARNATAKA,BELLARY,2005,58
"WEST BENGAL",HOOGHLY,2005,58
ASSAM,CACHAR,2006,58
HARYANA,FARIDABAD,2006,58
HARYANA,HISSAR,2006,58
KARNATAKA,MANDYA,2006,58
"MADHYA PRADESH",DHAR,2006,58
MAHARASHTRA,OSMANABAD,2006,58
"TAMIL NADU","THIRUNELVELI RURAL",2006,58
"UTTAR PRADESH",PRATAPGARH,2007,58
CHHATTISGARH,SURAJPUR,2008,58
"MADHYA PRADESH",DAMOH,2008,58
MAHARASHTRA,JALNA,2008,58
RAJASTHAN,JHALAWAR,2008,58
"UTTAR PRADESH",HATHRAS,2008,58
"UTTAR PRADESH",UNNAO,2008,58
"UTTAR PRADESH",VARANASI,2008,58
CHHATTISGARH,JANJGIR,2009,58
CHHATTISGARH,KORBA,2009,58
CHHATTISGARH,SARGUJA,2009,58
JHARKHAND,BOKARO,2009,58
PUNJAB,JALANDHAR,2009,58
"TAMIL NADU",TIRUPPUR,2009,58
ASSAM,BASKA,2010,58
CHHATTISGARH,SURAJPUR,2010,58
JHARKHAND,DEOGHAR,2010,58
JHARKHAND,DHANBAD,2010,58
KARNATAKA,BELLARY,2010,58
"MADHYA PRADESH",BETUL,2010,58
MAHARASHTRA,GADCHIROLI,2010,58
PUNJAB,BHATINDA,2010,58
RAJASTHAN,SIKAR,2010,58
"TAMIL NADU",CUDDALORE,2010,58
"TAMIL NADU",KRISHNAGIRI,2010,58
"TAMIL NADU","TRICHY RURAL",2010,58
"UTTAR PRADESH",BAHRAICH,2010,58
"UTTAR PRADESH",SAHARANPUR,2010,58
ASSAM,"GUWAHATI CITY",2011,58
KARNATAKA,BELLARY,2011,58
"MADHYA PRADESH",CHHATARPUR,2011,58
MAHARASHTRA,"AMRAVATI RURAL",2011,58
MAHARASHTRA,PARBHANI,2011,58
ODISHA,DHENKANAL,2011,58
"UTTAR PRADESH",PRATAPGARH,2011,58
"WEST BENGAL",ASANSOL,2011,58
ASSAM,GOLAGHAT,2012,58
JHARKHAND,DEOGHAR,2012,58
"MADHYA PRADESH",VIDISHA,2012,58
MAHARASHTRA,"AURANGABAD RURAL",2007,57
"TAMIL NADU",KANCHIPURAM,2007,57
"UTTAR PRADESH",RAIBAREILLY,2007,57
"UTTAR PRADESH",RAMPUR,2007,57
"DELHI UT",NORTH-WEST,2007,57
"MADHYA PRADESH",BETUL,2008,57
"WEST BENGAL",COOCHBEHAR,2008,57
"DELHI UT",SOUTH-WEST,2008,57
"TAMIL NADU",THOOTHUGUDI,2009,57
BIHAR,BUXAR,2010,57
JHARKHAND,DUMKA,2010,57
JHARKHAND,GODDA,2010,57
"MADHYA PRADESH",MORENA,2010,57
MAHARASHTRA,"NAVI MUMBAI",2010,57
"TAMIL NADU",DINDIGUL,2010,57
"TAMIL NADU",ERODE,2010,57
"TAMIL NADU",KANCHIPURAM,2010,57
"UTTAR PRADESH",J.P.NAGAR,2010,57
"DELHI UT",EAST,2010,57
BIHAR,BHABHUA,2011,57
"UTTAR PRADESH","PRABUDDH NAGAR",2011,57
"WEST BENGAL",DARJEELING,2011,57
JHARKHAND,SAHEBGANJ,2012,57
MAHARASHTRA,GADCHIROLI,2012,57
MAHARASHTRA,"NAVI MUMBAI",2012,57
"UTTAR PRADESH",PRATAPGARH,2012,57
HARYANA,ROHTAK,2001,57
"MADHYA PRADESH",SHAHDOL,2001,57
MAHARASHTRA,SATARA,2001,57
"TAMIL NADU",VIRUDHUNAGAR,2001,57
ASSAM,CACHAR,2002,57
ASSAM,GOLAGHAT,2002,57
HARYANA,FARIDABAD,2002,57
KARNATAKA,DAVANAGERE,2002,57
"WEST BENGAL",BIRBHUM,2002,57
GUJARAT,BHAVNAGAR,2003,57
HARYANA,FARIDABAD,2003,57
JHARKHAND,DUMKA,2003,57
KARNATAKA,MANDYA,2003,57
"MADHYA PRADESH",DEWAS,2003,57
"MADHYA PRADESH",MORENA,2003,57
"MADHYA PRADESH",REWA,2003,57
ASSAM,"KARBI ANGLONG",2004,57
"MADHYA PRADESH",BHIND,2004,57
MAHARASHTRA,BEED,2004,57
"TAMIL NADU","MADURAI RURAL",2004,57
BIHAR,LAKHISARAI,2005,57
"MADHYA PRADESH",DEWAS,2005,57
"UTTAR PRADESH",SULTANPUR,2005,57
"DELHI UT",WEST,2005,57
"ANDHRA PRADESH","RANGA REDDY",2006,57
ASSAM,BARPETA,2006,57
BIHAR,PURNEA,2006,57
"TAMIL NADU",THOOTHUGUDI,2006,57
"UTTAR PRADESH",RAMPUR,2006,57
CHHATTISGARH,JASHPUR,2007,57
GUJARAT,"SURAT RURAL",2007,57
BIHAR,BUXAR,2001,56
BIHAR,MADHEPURA,2001,56
GUJARAT,JUNAGADH,2001,56
GUJARAT,PANCHMAHAL,2001,56
KARNATAKA,SHIMOGA,2001,56
"MADHYA PRADESH",BALAGHAT,2001,56
"MADHYA PRADESH",BETUL,2001,56
MAHARASHTRA,YAVATMAL,2001,56
PUNJAB,PATIALA,2001,56
RAJASTHAN,HANUMANGARH,2001,56
"UTTAR PRADESH",JAUNPUR,2001,56
"UTTAR PRADESH",MAHOBA,2001,56
"DELHI UT",EAST,2001,56
BIHAR,JAMUI,2002,56
CHHATTISGARH,BILASPUR,2002,56
CHHATTISGARH,RAIGARH,2002,56
GUJARAT,"KHEDA NORTH",2002,56
GUJARAT,"VADODARA COMMR.",2002,56
"JAMMU & KASHMIR",KUPWARA,2002,56
RAJASTHAN,KOTA,2002,56
"TAMIL NADU",THANJAVUR,2002,56
"UTTAR PRADESH",AURAIYA,2002,56
"UTTAR PRADESH","KANPUR DEHAT",2002,56
BIHAR,LAKHISARAI,2003,56
"JAMMU & KASHMIR",SRINAGAR,2003,56
MAHARASHTRA,LATUR,2003,56
"UTTAR PRADESH",KAUSHAMBI,2003,56
"MADHYA PRADESH",CHHATARPUR,2004,56
ODISHA,KORAPUT,2004,56
UTTARAKHAND,HARIDWAR,2004,56
CHHATTISGARH,SURAJPUR,2005,56
ODISHA,GANJAM,2005,56
CHHATTISGARH,SARGUJA,2006,56
JHARKHAND,GIRIDIH,2006,56
KARNATAKA,BELLARY,2006,56
ODISHA,KHURDA,2006,56
RAJASTHAN,NAGAUR,2006,56
"UTTAR PRADESH",AURAIYA,2006,56
"UTTAR PRADESH",BAHRAICH,2006,56
BIHAR,BANKA,2007,56
CHHATTISGARH,JANJGIR,2007,56
HARYANA,ROHTAK,2007,56
"MADHYA PRADESH",TIKAMGARH,2007,56
MAHARASHTRA,BULDHANA,2007,56
ODISHA,KHURDA,2007,56
"UTTAR PRADESH",HATHRAS,2007,56
ASSAM,CACHAR,2008,56
ASSAM,UDALGURI,2008,56
BIHAR,JAMUI,2008,56
HARYANA,BHIWANI,2008,56
"MADHYA PRADESH",BALAGHAT,2008,56
MAHARASHTRA,"AURANGABAD RURAL",2008,56
MAHARASHTRA,GADCHIROLI,2008,56
PUNJAB,FEROZPUR,2008,56
"TAMIL NADU",DINDIGUL,2008,56
"UTTAR PRADESH",KAUSHAMBI,2008,56
"UTTAR PRADESH",RAMPUR,2008,56
"UTTAR PRADESH",SAHARANPUR,2008,56
ASSAM,CACHAR,2009,56
BIHAR,BHABHUA,2009,56
HARYANA,HISSAR,2009,56
"MADHYA PRADESH",BALAGHAT,2009,56
"DELHI UT",EAST,2009,56
"DELHI UT",NORTH-WEST,2009,56
"MADHYA PRADESH",SHIVPURI,2010,56
MAHARASHTRA,CHANDRAPUR,2010,56
ASSAM,GOLAGHAT,2011,56
KARNATAKA,HASSAN,2011,56
"MADHYA PRADESH",MORENA,2011,56
RAJASTHAN,DHOLPUR,2011,56
RAJASTHAN,GANGANAGAR,2011,56
UTTARAKHAND,HARIDWAR,2011,56
"ANDHRA PRADESH","GUNTUR URBAN",2012,56
BIHAR,BUXAR,2012,56
BIHAR,MADHEPURA,2012,56
CHHATTISGARH,RAIPUR,2012,56
CHHATTISGARH,SARGUJA,2012,56
RAJASTHAN,PALI,2012,56
"TAMIL NADU",NAGAPATTINAM,2012,56
"UTTAR PRADESH","PANCHSHIL NAGAR",2012,56
"TAMIL NADU","MADURAI RURAL",2007,55
UTTARAKHAND,HARIDWAR,2007,55
ASSAM,"KARBI ANGLONG",2008,55
BIHAR,KHAGARIA,2008,55
RAJASTHAN,HANUMANGARH,2008,55
"TAMIL NADU","MADURAI RURAL",2008,55
"TAMIL NADU","TRICHY RURAL",2008,55
ASSAM,GOLAGHAT,2009,55
CHHATTISGARH,RAJNANDGAON,2009,55
"MADHYA PRADESH",RAISEN,2009,55
MAHARASHTRA,JALNA,2009,55
RAJASTHAN,SIKAR,2009,55
"TAMIL NADU",NAGAPATTINAM,2009,55
"UTTAR PRADESH",UNNAO,2009,55
UTTARAKHAND,"UDHAMSINGH NAGAR",2010,55
BIHAR,KHAGARIA,2011,55
GUJARAT,BHAVNAGAR,2011,55
"MADHYA PRADESH",SHIVPURI,2011,55
MAHARASHTRA,SATARA,2011,55
"TAMIL NADU",DHARMAPURI,2011,55
"UTTAR PRADESH",AZAMGARH,2011,55
ASSAM,GOALPARA,2012,55
GUJARAT,"SURAT RURAL",2012,55
"MADHYA PRADESH",UJJAIN,2012,55
MAHARASHTRA,"NAGPUR RURAL",2012,55
ODISHA,KORAPUT,2012,55
"UTTAR PRADESH","PRABUDDH NAGAR",2012,55
GUJARAT,HIMATNAGAR,2001,55
"UTTAR PRADESH",BALLIA,2001,55
"WEST BENGAL",MALDA,2001,55
GUJARAT,JUNAGADH,2002,55
"JAMMU & KASHMIR",PULWAMA,2002,55
MAHARASHTRA,PARBHANI,2002,55
"UTTAR PRADESH","AMBEDKAR NAGAR",2002,55
"UTTAR PRADESH",GHAZIPUR,2002,55
"UTTAR PRADESH","KUSHI NAGAR",2002,55
ASSAM,GOLAGHAT,2003,55
ASSAM,SIBSAGAR,2003,55
JHARKHAND,DEOGHAR,2003,55
KARNATAKA,BIJAPUR,2003,55
"MADHYA PRADESH",BALAGHAT,2003,55
"MADHYA PRADESH",CHHATARPUR,2003,55
"MADHYA PRADESH",DATIYA,2003,55
PUNJAB,JALANDHAR,2003,55
"UTTAR PRADESH",BARABANKI,2003,55
ASSAM,SIBSAGAR,2004,55
BIHAR,DARBHANGA,2004,55
CHHATTISGARH,DURG,2004,55
CHHATTISGARH,JANJGIR,2004,55
CHHATTISGARH,RAIGARH,2004,55
MAHARASHTRA,AKOLA,2004,55
"TAMIL NADU",CUDDALORE,2004,55
"ANDHRA PRADESH","VISAKHA RURAL",2005,55
"MADHYA PRADESH",UJJAIN,2005,55
"TAMIL NADU",ERODE,2005,55
"UTTAR PRADESH",AURAIYA,2005,55
"UTTAR PRADESH",FAIZABAD,2005,55
RAJASTHAN,UDAIPUR,2006,55
"UTTAR PRADESH",GONDA,2006,55
"WEST BENGAL",BANKURA,2006,55
BIHAR,SITAMARHI,2007,55
GUJARAT,PANCHMAHAL,2007,55
HARYANA,HISSAR,2007,55
HARYANA,JHAJJAR,2007,55
JHARKHAND,GODDA,2007,55
JHARKHAND,LATEHAR,2001,54
"MADHYA PRADESH",CHHATARPUR,2001,54
MAHARASHTRA,KOLHAPUR,2001,54
UTTARAKHAND,"UDHAMSINGH NAGAR",2001,54
"ANDHRA PRADESH","VISAKHA RURAL",2002,54
BIHAR,SITAMARHI,2002,54
CHHATTISGARH,JASHPUR,2002,54
"MADHYA PRADESH",DATIYA,2002,54
"MADHYA PRADESH",UJJAIN,2002,54
UTTARAKHAND,"UDHAMSINGH NAGAR",2002,54
"MADHYA PRADESH",BHOPAL,2003,54
ODISHA,GANJAM,2003,54
"TAMIL NADU","THIRUNELVELI RURAL",2003,54
"UTTAR PRADESH",JHANSI,2003,54
"WEST BENGAL",DARJEELING,2003,54
"DELHI UT","NORTH EAST",2003,54
"JAMMU & KASHMIR",PULWAMA,2004,54
"JAMMU & KASHMIR",RAJOURI,2004,54
MAHARASHTRA,KOLHAPUR,2004,54
RAJASTHAN,NAGAUR,2004,54
"DELHI UT","NORTH EAST",2004,54
ODISHA,PURI,2005,54
CHHATTISGARH,RAIGARH,2006,54
GUJARAT,JUNAGADH,2006,54
MAHARASHTRA,LATUR,2006,54
MAHARASHTRA,RAIGAD,2006,54
PUNJAB,BHATINDA,2006,54
UTTARAKHAND,HARIDWAR,2006,54
CHHATTISGARH,SARGUJA,2007,54
JHARKHAND,SAHEBGANJ,2007,54
KARNATAKA,HASSAN,2007,54
ODISHA,ANGUL,2007,54
"TAMIL NADU",ERODE,2007,54
"UTTAR PRADESH",AZAMGARH,2007,54
"UTTAR PRADESH",KANNAUJ,2007,54
UTTARAKHAND,"UDHAMSINGH NAGAR",2007,54
ASSAM,BARPETA,2008,54
CHHATTISGARH,KANKER,2008,54
KARNATAKA,"MYSORE RURAL",2008,54
"MADHYA PRADESH",BHIND,2008,54
MAHARASHTRA,AKOLA,2008,54
MAHARASHTRA,BULDHANA,2008,54
MAHARASHTRA,DHULE,2008,54
ODISHA,ROURKELA,2008,54
"TAMIL NADU",KRISHNAGIRI,2008,54
"UTTAR PRADESH",BARABANKI,2008,54
"UTTAR PRADESH",SULTANPUR,2008,54
"WEST BENGAL",BANKURA,2008,54
"DELHI UT",NORTH-WEST,2008,54
KARNATAKA,"MYSORE RURAL",2009,54
PUNJAB,AMRITSAR,2009,54
ASSAM,CACHAR,2010,54
BIHAR,MADHEPURA,2010,54
"MADHYA PRADESH",ALIRAJPUR,2010,54
"MADHYA PRADESH",RAISEN,2010,54
"MADHYA PRADESH",VIDISHA,2010,54
ODISHA,SUNDARGARH,2010,54
RAJASTHAN,NAGAUR,2010,54
CHHATTISGARH,DANTEWARA,2011,54
CHHATTISGARH,SARGUJA,2011,54
KARNATAKA,SHIMOGA,2011,54
"MADHYA PRADESH",BETUL,2011,54
"UTTAR PRADESH",ETAH,2011,54
"WEST BENGAL",KOLKATA,2011,54
"DELHI UT",EAST,2011,54
CHHATTISGARH,JASHPUR,2012,54
GUJARAT,PANCHMAHAL,2012,54
KARNATAKA,BELLARY,2012,54
"MADHYA PRADESH",RAISEN,2012,54
"MADHYA PRADESH",REWA,2012,54
MAHARASHTRA,OSMANABAD,2012,54
ODISHA,SAMBALPUR,2012,54
"TAMIL NADU",RAMNATHAPURAM,2012,54
"MADHYA PRADESH",CHHATARPUR,2007,53
MAHARASHTRA,GADCHIROLI,2007,53
RAJASTHAN,AJMER,2007,53
"WEST BENGAL","UTTAR DINAJPUR",2007,53
"ANDHRA PRADESH",KRISHNA,2008,53
ASSAM,KOKRAJHAR,2008,53
KARNATAKA,RAICHUR,2008,53
"MADHYA PRADESH",GUNA,2008,53
MAHARASHTRA,OSMANABAD,2008,53
ODISHA,ANGUL,2008,53
ODISHA,KENDRAPARA,2008,53
ASSAM,DHUBRI,2009,53
BIHAR,BUXAR,2009,53
CHHATTISGARH,JASHPUR,2009,53
KARNATAKA,SHIMOGA,2009,53
MAHARASHTRA,BULDHANA,2009,53
"TAMIL NADU",VIRUDHUNAGAR,2009,53
"UTTAR PRADESH",HATHRAS,2009,53
BIHAR,ARARIA,2010,53
HARYANA,JIND,2010,53
"MADHYA PRADESH",RATLAM,2010,53
ODISHA,BALASORE,2010,53
PUNJAB,"CP AMRITSAR",2010,53
RAJASTHAN,HANUMANGARH,2010,53
KARNATAKA,RAICHUR,2011,53
"MADHYA PRADESH",DATIYA,2011,53
MAHARASHTRA,SANGLI,2011,53
RAJASTHAN,HANUMANGARH,2011,53
"UTTAR PRADESH",BAHRAICH,2011,53
"WEST BENGAL",COOCHBEHAR,2011,53
BIHAR,SAHARSA,2012,53
JHARKHAND,CHATRA,2012,53
"MADHYA PRADESH",MORENA,2012,53
PUNJAB,BHATINDA,2012,53
PUNJAB,PATIALA,2012,53
"TAMIL NADU",KANYAKUMARI,2012,53
"UTTAR PRADESH",HATHRAS,2012,53
"WEST BENGAL","DAKSHIN DINAJPUR",2012,53
"ANDHRA PRADESH",VIJAYAWADA,2001,53
ASSAM,GOLAGHAT,2001,53
BIHAR,DARBHANGA,2001,53
KARNATAKA,"MYSORE RURAL",2001,53
KERALA,TRIVANDRUM,2001,53
"MADHYA PRADESH",DATIYA,2001,53
"MADHYA PRADESH",HOSHANGABAD,2001,53
"MADHYA PRADESH",REWA,2001,53
"MADHYA PRADESH",TIKAMGARH,2001,53
MAHARASHTRA,RAIGAD,2001,53
"UTTAR PRADESH",AURAIYA,2001,53
KARNATAKA,SHIMOGA,2002,53
"MADHYA PRADESH",DEWAS,2002,53
"WEST BENGAL",MALDA,2002,53
"JAMMU & KASHMIR",RAMBAN,2003,53
KARNATAKA,HASSAN,2003,53
MAHARASHTRA,"AMRAVATI RURAL",2003,53
MAHARASHTRA,BULDHANA,2003,53
MAHARASHTRA,JALNA,2003,53
"TAMIL NADU",ERODE,2003,53
"TAMIL NADU",VIRUDHUNAGAR,2003,53
ASSAM,DHUBRI,2004,53
GUJARAT,BHAVNAGAR,2004,53
GUJARAT,"KHEDA NORTH",2004,53
MAHARASHTRA,JALNA,2004,53
PUNJAB,LUDHIANA,2004,53
"UTTAR PRADESH",JAUNPUR,2004,53
UTTARAKHAND,"UDHAMSINGH NAGAR",2004,53
"MADHYA PRADESH",REWA,2005,53
"TAMIL NADU","SALEM RURAL",2005,53
"WEST BENGAL",BANKURA,2005,53
BIHAR,BHABHUA,2006,53
BIHAR,KHAGARIA,2006,53
MAHARASHTRA,BULDHANA,2006,53
ODISHA,KENDRAPARA,2006,53
"UTTAR PRADESH",RAIBAREILLY,2006,53
"WEST BENGAL",HOWRAH,2006,53
HARYANA,KARNAL,2007,53
JHARKHAND,GARHWA,2007,53
JHARKHAND,LATEHAR,2007,53
ASSAM,CACHAR,2001,52
GUJARAT,PALANPUR,2001,52
"TAMIL NADU","TRICHY RURAL",2001,52
HARYANA,HISSAR,2002,52
KERALA,THRISSUR,2002,52
MAHARASHTRA,CHANDRAPUR,2002,52
"TAMIL NADU",VIRUDHUNAGAR,2002,52
"DELHI UT","SOUTH WEST",2002,52
GUJARAT,JUNAGADH,2003,52
GUJARAT,"SURAT RURAL",2003,52
KERALA,PALAKKAD,2003,52
MAHARASHTRA,PARBHANI,2003,52
MEGHALAYA,"JAINTIA HILLS",2003,52
"UTTAR PRADESH",HATHRAS,2003,52
"WEST BENGAL",KOLKATA,2003,52
RAJASTHAN,BIKANER,2004,52
"TAMIL NADU",DINDIGUL,2004,52
"UTTAR PRADESH",GONDA,2004,52
"DELHI UT",EAST,2004,52
BIHAR,JEHANABAD,2005,52
BIHAR,MADHEPURA,2005,52
CHHATTISGARH,SARGUJA,2005,52
"JAMMU & KASHMIR",SRINAGAR,2005,52
JHARKHAND,DUMKA,2005,52
RAJASTHAN,CHITTORGARH,2005,52
JHARKHAND,SARAIKELA,2006,52
MAHARASHTRA,JALNA,2006,52
"TAMIL NADU",CUDDALORE,2006,52
"WEST BENGAL",DARJEELING,2006,52
"DELHI UT",SOUTH-WEST,2006,52
MAHARASHTRA,JALNA,2007,52
"UTTAR PRADESH",FAIZABAD,2007,52
BIHAR,BUXAR,2008,52
HARYANA,HISSAR,2008,52
"MADHYA PRADESH",CHHATARPUR,2008,52
"MADHYA PRADESH",HOSHANGABAD,2008,52
"MADHYA PRADESH",REWA,2008,52
CHHATTISGARH,SURAJPUR,2009,52
GUJARAT,"VADODARA RURAL",2009,52
MAHARASHTRA,PARBHANI,2009,52
PUNJAB,BHATINDA,2009,52
"TAMIL NADU",ERODE,2009,52
"WEST BENGAL",COOCHBEHAR,2009,52
"WEST BENGAL","UTTAR DINAJPUR",2009,52
ASSAM,BARPETA,2010,52
ASSAM,GOLAGHAT,2010,52
ASSAM,"GUWAHATI CITY",2010,52
BIHAR,SUPAUL,2010,52
"MADHYA PRADESH",HOSHANGABAD,2010,52
MAHARASHTRA,KOLHAPUR,2010,52
ODISHA,PURI,2010,52
PUNJAB,PATIALA,2010,52
"TAMIL NADU",VIRUDHUNAGAR,2010,52
"UTTAR PRADESH",BAGHPAT,2010,52
GUJARAT,PALANPUR,2011,52
GUJARAT,"VADODARA RURAL",2011,52
KARNATAKA,CBPURA,2011,52
MEGHALAYA,"JAINTIA HILLS",2011,52
PUNJAB,AMRITSAR,2011,52
"UTTAR PRADESH",KAUSHAMBI,2011,52
CHHATTISGARH,DURG,2012,52
"TAMIL NADU",THIRUVANNAMALAI,2012,52
UTTARAKHAND,"UDHAMSINGH NAGAR",2012,52
"DELHI UT",WEST,2012,52
"MADHYA PRADESH",BALAGHAT,2007,51
"MADHYA PRADESH",BETUL,2007,51
MAHARASHTRA,"AMRAVATI RURAL",2007,51
PUNJAB,PATIALA,2007,51
"TAMIL NADU",VIRUDHUNAGAR,2007,51
"UTTAR PRADESH",KAUSHAMBI,2007,51
"DELHI UT",SOUTH-WEST,2007,51
ASSAM,JORHAT,2008,51
MAHARASHTRA,CHANDRAPUR,2008,51
ODISHA,"DCP BBSR",2008,51
ODISHA,KORAPUT,2008,51
RAJASTHAN,DHOLPUR,2008,51
"UTTAR PRADESH",MIRZAPUR,2008,51
"WEST BENGAL",KOLKATA,2008,51
ASSAM,GOALPARA,2009,51
JHARKHAND,DEOGHAR,2009,51
"MADHYA PRADESH",TIKAMGARH,2009,51
CHHATTISGARH,SARGUJA,2010,51
HARYANA,JHAJJAR,2010,51
KARNATAKA,BAGALKOT,2010,51
"MADHYA PRADESH",BARWANI,2010,51
"MADHYA PRADESH",REWA,2010,51
MAHARASHTRA,JALNA,2010,51
PUNJAB,HOSHIARPUR,2010,51
RAJASTHAN,DHOLPUR,2010,51
"UTTAR PRADESH",GONDA,2010,51
"ANDHRA PRADESH","GUNTUR URBAN",2011,51
ASSAM,KOKRAJHAR,2011,51
BIHAR,BANKA,2011,51
BIHAR,JEHANABAD,2011,51
CHHATTISGARH,KANKER,2011,51
KARNATAKA,BIDAR,2011,51
"MADHYA PRADESH",BALAGHAT,2011,51
"MADHYA PRADESH",BARWANI,2011,51
PUNJAB,HOSHIARPUR,2011,51
"DELHI UT",NORTH-WEST,2011,51
"DELHI UT",SOUTH-WEST,2011,51
CHHATTISGARH,JANJGIR,2012,51
JHARKHAND,SARAIKELA,2012,51
KARNATAKA,BAGALKOT,2012,51
KARNATAKA,CBPURA,2012,51
"MADHYA PRADESH",DAMOH,2012,51
"MADHYA PRADESH",DATIYA,2012,51
"MADHYA PRADESH",KHARGON,2012,51
RAJASTHAN,GANGANAGAR,2012,51
RAJASTHAN,SIKAR,2012,51
"TAMIL NADU","COIMBATORE RURAL",2012,51
"UTTAR PRADESH",RAMPUR,2012,51
BIHAR,MUNGER,2001,51
BIHAR,SITAMARHI,2001,51
"JAMMU & KASHMIR",RAMBAN,2001,51
KARNATAKA,BIJAPUR,2001,51
"MADHYA PRADESH",KATNI,2001,51
RAJASTHAN,GANGANAGAR,2001,51
CHHATTISGARH,RAJNANDGAON,2002,51
JHARKHAND,SARAIKELA,2002,51
KARNATAKA,BAGALKOT,2002,51
KERALA,PALAKKAD,2002,51
"MADHYA PRADESH",SHAHDOL,2002,51
MAHARASHTRA,GADCHIROLI,2002,51
PUNJAB,AMRITSAR,2002,51
PUNJAB,"TARN TARAN",2002,51
"UTTAR PRADESH",JAUNPUR,2002,51
BIHAR,SITAMARHI,2003,51
CHHATTISGARH,JAGDALPUR,2003,51
KARNATAKA,SHIMOGA,2003,51
PUNJAB,BHATINDA,2003,51
PUNJAB,FEROZEPUR,2003,51
"WEST BENGAL",BIRBHUM,2003,51
GUJARAT,PANCHMAHAL,2004,51
HARYANA,BHIWANI,2004,51
JHARKHAND,SARAIKELA,2004,51
ODISHA,ANGUL,2004,51
RAJASTHAN,CHITTORGARH,2004,51
"WEST BENGAL",BIRBHUM,2004,51
ASSAM,CACHAR,2005,51
ASSAM,JORHAT,2005,51
HARYANA,HISSAR,2005,51
"JAMMU & KASHMIR",RAJOURI,2005,51
JHARKHAND,DEOGHAR,2005,51
JHARKHAND,LOHARDAGGA,2005,51
MAHARASHTRA,BULDHANA,2005,51
MAHARASHTRA,"NAVI MUMBAI",2005,51
RAJASTHAN,SIKAR,2005,51
"DELHI UT",NORTH-EAST,2005,51
HARYANA,JHAJJAR,2006,51
"MADHYA PRADESH",RAISEN,2006,51
MEGHALAYA,"JAINTIA HILLS",2006,51
PUNJAB,MAJITHA,2006,51
RAJASTHAN,CHITTORGARH,2006,51
"UTTAR PRADESH",MIRZAPUR,2006,51
BIHAR,JAMUI,2007,51
